Airfoil AG_03_(flat_aft_bottom)
Builder xxx
Comment xxx
5
20000
14
   0.1394   0.0182   0.0000
   0.1874   0.0186   0.5000
   0.2336   0.0191   1.0000
   0.2778   0.0199   1.5000
   0.3189   0.0212   2.0000
   0.3554   0.0232   2.5000
   0.3868   0.0261   3.0000
   0.5921   0.0297   3.5000
   0.6881   0.0305   4.0000
   0.7341   0.0318   4.5000
   0.7755   0.0337   5.0000
   0.8160   0.0367   5.5000
   0.8568   0.0408   6.0000
   0.8947   0.0468   6.5000
   0.9252   0.0553   7.0000
   0.9437   0.0649   7.5000
40000
19
   0.0438   0.0155  -1.0000
   0.0947   0.0156  -0.5000
   0.1444   0.0158   0.0000
   0.1928   0.0162   0.5000
   0.2393   0.0167   1.0000
   0.2839   0.0176   1.5000
   0.3245   0.0191   2.0000
   0.3792   0.0215   2.5000
   0.5674   0.0226   3.0000
   0.6377   0.0229   3.5000
   0.6804   0.0238   4.0000
   0.7222   0.0251   4.5000
   0.7651   0.0269   5.0000
   0.8090   0.0294   5.5000
   0.8534   0.0327   6.0000
   0.8971   0.0376   6.5000
   0.9388   0.0435   7.0000
   0.9716   0.0515   7.5000
   0.9791   0.0649   8.0000
60000
19
   0.0495   0.0126  -1.0000
   0.1009   0.0128  -0.5000
   0.1512   0.0130   0.0000
   0.2002   0.0134   0.5000
   0.2477   0.0140   1.0000
   0.2923   0.0150   1.5000
   0.4116   0.0161   2.0000
   0.5229   0.0161   2.5000
   0.5751   0.0164   3.0000
   0.6187   0.0171   3.5000
   0.6638   0.0181   4.0000
   0.7097   0.0193   4.5000
   0.7560   0.0210   5.0000
   0.8023   0.0231   5.5000
   0.8485   0.0257   6.0000
   0.8948   0.0294   6.5000
   0.9401   0.0345   7.0000
   0.9801   0.0411   7.5000
   1.0099   0.0499   8.0000
80000
31
  -0.0972   0.0137  -2.5000
  -0.0925   0.0135  -2.4500
  -0.0878   0.0133  -2.4000
  -0.0832   0.0131  -2.3500
  -0.0787   0.0129  -2.3000
  -0.0744   0.0127  -2.2500
  -0.0702   0.0126  -2.2000
  -0.0663   0.0124  -2.1500
  -0.0627   0.0122  -2.1000
  -0.0595   0.0120  -2.0500
  -0.0570   0.0118  -2.0000
   0.0002   0.0109  -1.5000
   0.0534   0.0110  -1.0000
   0.1053   0.0111  -0.5000
   0.1561   0.0113   0.0000
   0.2056   0.0117   0.5000
   0.2536   0.0124   1.0000
   0.3566   0.0131   1.5000
   0.4611   0.0130   2.0000
   0.5174   0.0132   2.5000
   0.5632   0.0137   3.0000
   0.6098   0.0145   3.5000
   0.6574   0.0155   4.0000
   0.7054   0.0166   4.5000
   0.7531   0.0181   5.0000
   0.8007   0.0199   5.5000
   0.8477   0.0224   6.0000
   1.0320   0.0515   8.4000
   1.0345   0.0561   8.6000
   1.0342   0.0609   8.8000
   1.0320   0.0659   9.0000
100000
18
   0.0566   0.0098  -1.0000
   0.1088   0.0100  -0.5000
   0.1599   0.0102   0.0000
   0.2101   0.0106   0.5000
   0.2813   0.0112   1.0000
   0.3941   0.0112   1.5000
   0.4619   0.0112   2.0000
   0.5100   0.0116   2.5000
   0.5572   0.0122   3.0000
   0.6056   0.0130   3.5000
   0.6546   0.0139   4.0000
   0.7040   0.0150   4.5000
   0.7528   0.0163   5.0000
   0.8009   0.0180   5.5000
   0.8484   0.0202   6.0000
   0.8950   0.0230   6.5000
   0.9861   0.0319   7.5000
   1.0235   0.0384   8.0000
Airfoil AG13
Builder xxx
Comment xxx
8
10000
33
  -0.1159   0.0317  -2.3500
  -0.1092   0.0316  -2.3000
  -0.1028   0.0316  -2.2500
  -0.0967   0.0315  -2.2000
  -0.0907   0.0315  -2.1500
  -0.0848   0.0314  -2.1000
  -0.0790   0.0314  -2.0500
  -0.0733   0.0314  -2.0000
